Category,Agent_Rating,Weather,Distance_km,Agent_Age,Order_Time,Traffic,Vehicle,Pickup_Time,Order_Date,Drop_Longitude,Drop_Latitude,Store_Longitude,Store_Latitude,Delivery_Time
3,4.8,1,16.696505540691582,21,119,3,1,132,35,72.882697,21.259569,72.772697,21.149569,125
5,4.8,2,13.961941195387306,35,132,1,0,146,11,76.749264,12.400972,76.659264,12.310972,25
15,4.7,1,12.271471999057324,38,144,1,0,161,13,78.473391,17.520827,78.393391,17.440827,260
7,4.2,5,19.6593440522741,27,126,1,0,141,33,73.297753,22.438096,73.167753,22.308096,170
3,4.6,5,10.844889295136392,31,165,2,1,182,21,80.345235,13.096286,80.275235,13.026286,105
9,4.4,5,2.9767694453812323,25,11,2,0,15,12,75.820512,26.869596,75.800512,26.849596,125
10,4.6,5,16.392684532795272,27,162,2,0,180,5,80.461569,26.58775,80.351569,26.47775,95
6,4.7,1,12.216194933465744,21,137,1,0,152,25,72.988493,19.201999,72.908493,19.121999,175
11,4.6,0,7.75677275909668,29,122,1,0,138,26,76.671094,12.371214,76.621094,12.321214,125
2,4.6,3,4.581196682217199,34,131,1,1,146,24,72.843074,19.16114,72.813074,19.131141,130
3,4.8,4,9.308214731000808,35,174,2,2,1,40,76.714878,12.371072,76.654878,12.311072,60
7,4.8,0,3.0537978384131423,37,1,2,1,6,16,72.856191,19.2013,72.836191,19.1813,75
7,4.8,3,17.103132401332328,36,165,2,1,183,27,77.091876,11.110762,76.981876,11.000762,80
2,5.0,5,10.58683235050541,23,173,2,2,0,9,73.237753,22.378096,73.167753,22.308096,60
15,5.0,5,12.05632146227304,25,111,3,0,125,37,85.415739,23.454878,85.335739,23.374878,150
11,4.7,0,10.884149321826849,22,109,3,0,122,23,77.046268,11.071852,76.976268,11.001852,175
3,4.6,5,4.464026797416645,20,141,1,0,156,38,75.813013,26.940262,75.783013,26.910262,195
2,4.3,0,7.647735476670626,24,129,1,1,145,8,73.947902,18.589299,73.897902,18.539299,165
6,4.8,3,19.372733808404323,32,167,2,0,187,1,80.482677,26.603698,80.352677,26.473698,130
14,4.7,2,12.09885639365153,34,133,1,2,150,29,73.250283,22.39279,73.170283,22.31279,145
6,4.6,2,17.10255644983933,25,127,1,0,142,19,77.105017,11.131278,76.995017,11.021278,140
4,4.6,4,6.042266599295314,32,93,3,0,106,10,75.906059,22.735207,75.866059,22.695207,140
8,4.6,0,3.0682355520734235,35,34,0,0,41,32,78.367554,17.444114,78.347554,17.424114,140
12,4.6,0,1.5496338870197353,31,8,2,2,13,28,77.625797,12.944179,77.615797,12.934179,80
10,4.9,2,9.176622359416683,39,146,1,0,162,8,73.975367,18.623935,73.915367,18.563934,130
2,4.7,5,7.63817170737528,35,130,1,0,144,14,72.875203,19.044049,72.825203,18.994049,200
10,4.5,5,6.045613612697801,20,64,0,2,73,0,88.404453,22.566461,88.364453,22.526461,115
13,4.2,3,7.633313679223672,37,111,3,0,125,24,72.912381,19.271315,72.862381,19.221315,180
13,4.6,2,4.622997543707382,20,100,3,1,114,6,73.78575,15.606683,73.75575,15.576683,120
2,4.8,2,10.57148959092966,36,162,2,1,180,33,75.95949,22.821234,75.88949,22.751234,90
7,4.5,1,10.57148959092966,24,169,2,1,188,13,75.95949,22.821234,75.88949,22.751234,135
10,5.0,3,1.4639082592293025,31,32,2,0,38,2,75.836808,30.912872,75.826808,30.902872,140
11,4.9,0,12.090885717446396,25,153,1,2,169,7,88.44783,22.595082,88.36783,22.515082,155
14,4.7,2,19.37348408863585,28,101,3,0,115,7,80.502929,26.593504,80.372929,26.463504,150
0,4.9,4,4.62301724595741,35,116,3,1,131,6,73.796883,15.604828,73.766883,15.574828,85
15,4.9,4,19.592639027044864,39,151,1,0,168,31,85.4472,23.463017,85.3172,23.333017,100
6,4.8,3,13.739092156271752,39,155,2,0,172,43,72.931347,19.31384,72.841347,19.22384,105
2,4.2,3,10.549456138286754,34,115,3,1,129,33,85.405486,23.444989,85.335486,23.374989,180
2,4.6,2,19.940435790617528,23,162,2,1,181,11,78.522621,17.559585,78.392621,17.429585,75
0,4.9,5,10.58671194847277,23,144,1,1,162,31,73.235012,22.381603,73.165012,22.311603,85
4,4.2,5,3.102699143101552,39,13,2,0,18,30,76.636792,12.357978,76.616792,12.337978,155
2,4.4,1,1.5125287367950533,33,42,0,0,50,32,73.180283,22.32279,73.170283,22.31279,160
11,4.7,0,1.549519930459649,32,7,2,1,11,26,77.618179,12.982532,77.608179,12.972532,80
3,5.0,1,4.553856650533593,23,165,2,0,183,38,72.820489,21.200798,72.790489,21.170798,85
11,4.9,2,4.537508178520531,28,109,3,2,123,28,73.197753,22.338096,73.167753,22.308096,135
6,4.9,4,5.951908012295787,33,78,3,0,89,22,75.792821,26.953726,75.75282,26.913726,130
2,4.7,4,7.845173108613388,36,150,1,1,167,30,0.05,0.05,0.0,0.0,85
15,4.6,5,7.704818726560524,39,171,2,1,190,0,73.80575,15.626683,73.75575,15.576683,100
0,4.9,0,1.4881081439039618,26,6,2,0,10,34,75.803007,26.91294,75.793007,26.90294,55
5,4.9,3,7.756733554310212,29,152,1,2,168,22,76.677961,12.373978,76.627961,12.323978,18
7,4.5,4,4.582113704313201,39,107,3,1,121,42,72.862658,19.095838,72.832658,19.065838,115
15,4.9,3,10.845318273547823,27,162,2,1,180,23,80.320744,13.075801,80.250744,13.005801,80
14,4.2,4,10.884286768026842,32,135,1,0,151,11,77.033303,11.064136,76.963303,10.994136,165
0,4.3,1,4.707104052532131,38,145,1,0,162,2,0.03,0.03,0.0,0.0,155
6,4.9,2,13.601517126644053,27,147,1,0,164,7,88.454453,22.616461,88.364453,22.526461,125
13,4.9,4,1.554954794511357,32,30,2,0,37,28,76.986268,11.011852,76.976268,11.001852,115
1,4.3,3,9.067782398620094,32,155,2,0,173,6,88.409843,22.59796,88.349843,22.53796,165
8,5.0,3,9.204006069212316,33,113,3,1,128,20,78.446744,17.493809,78.386744,17.433809,130
14,4.5,2,4.521805068141997,35,175,2,1,2,14,85.354097,23.385164,85.324097,23.355164,120
11,4.6,4,20.397442775188328,29,125,1,0,140,7,0.13,0.13,0.0,0.0,110
13,4.6,3,12.458702907168766,32,129,1,0,144,1,76.361128,10.065697,76.281128,9.985697,225
11,4.7,3,7.632598519840556,25,100,3,0,113,14,72.898923,19.304567,72.848923,19.254567,120
6,4.6,0,3.098712714145652,22,6,2,1,11,34,80.262439,13.042394,80.242439,13.022394,55
0,4.8,1,7.31890486226614,20,159,2,1,177,0,75.876808,30.952872,75.826808,30.902872,70
8,4.7,4,12.082468598924104,35,137,1,0,154,25,75.964167,22.807021,75.884167,22.727021,130
0,4.9,3,6.108360812908673,36,63,0,0,71,40,72.869976,19.16663,72.829976,19.12663,155
1,4.7,5,9.32899599009658,34,153,1,0,169,40,77.067003,11.084839,77.007003,11.024839,225
1,4.5,2,19.938928010566755,24,135,1,0,152,31,78.630366,17.588998,78.500366,17.458998,140
7,4.1,3,20.21242765065459,31,138,1,0,153,13,77.116241,11.131753,76.986241,11.001753,195
2,4.6,5,12.082438179710314,23,100,3,0,114,9,75.978497,22.805747,75.898497,22.725748,155
8,4.5,2,16.790293751513897,35,126,1,0,142,23,72.958923,19.364567,72.848923,19.254567,135
4,4.7,1,19.591169475729576,39,145,1,1,161,27,85.454097,23.485164,85.324097,23.355164,245
12,4.8,0,16.614314977476777,29,163,2,1,180,21,75.976059,22.805207,75.866059,22.695207,140
1,4.7,0,7.590021438429733,35,107,3,1,121,34,72.822629,21.199669,72.772629,21.149669,95
9,4.8,1,1.527413882635404,24,13,2,0,18,28,72.842658,19.075838,72.832658,19.065838,80
6,4.8,4,1.529726161521905,23,40,0,1,48,18,73.852527,18.526216,73.842527,18.516216,70
15,4.7,0,4.647989396386271,29,131,1,1,145,22,80.204568,13.056279,80.174568,13.026279,125
7,4.9,3,19.940329087742604,20,130,1,0,146,15,78.538321,17.561668,78.408321,17.431668,135
7,4.6,5,13.61120845175182,21,172,2,1,192,17,73.257788,22.397898,73.167788,22.307898,95
11,5.0,4,3.068338311698896,28,7,2,2,12,42,78.349645,17.431028,78.329645,17.411028,105
11,4.7,0,10.666351085947428,31,154,1,1,171,3,75.386722,19.945337,75.316722,19.875337,185
15,4.8,5,4.664846958990213,35,137,1,0,152,36,76.993303,11.024136,76.963303,10.994136,130
13,4.7,0,20.13706562234732,24,175,2,0,2,29,80.350672,13.216439,80.220672,13.086438,105
8,4.4,3,7.745516812777168,36,111,3,0,125,42,80.269104,13.141809,80.219104,13.091809,155
10,4.9,2,6.205443615404849,29,83,3,0,94,10,76.667961,12.363978,76.627961,12.323978,125
4,4.5,5,4.648400072771237,22,157,2,1,174,34,77.670489,13.01041,77.640489,12.98041,75
7,4.5,1,4.571551645758097,24,125,1,0,141,6,75.388888,19.905908,75.358888,19.875908,125
2,4.5,2,3.054321959705656,24,33,2,0,40,26,72.927385,19.140083,72.907385,19.120083,90
14,4.7,2,20.166745072075187,23,162,2,0,180,9,76.773622,12.434569,76.643622,12.304569,80
0,4.7,0,12.410204358275571,24,102,3,0,116,13,76.698203,12.414022,76.618203,12.334022,185
5,4.6,0,7.774335904782853,30,120,3,0,134,26,77.022076,11.066298,76.972076,11.016298,17
12,4.9,3,12.143170122126165,29,116,3,0,129,41,72.848726,21.237729,72.768726,21.157729,100
13,4.4,2,6.041273896530671,33,51,0,0,59,38,75.932471,22.785049,75.892471,22.745049,240
7,4.7,0,7.637970360616425,27,143,1,1,158,34,72.87765,19.053517,72.82765,19.003517,110
1,4.6,0,12.393263757604265,39,143,1,0,159,17,80.344151,13.138616,80.264151,13.058616,250
4,4.8,5,13.747579866602594,23,164,2,0,183,35,72.91765,19.093517,72.82765,19.003517,90
9,4.8,1,4.602269468816155,36,162,2,1,180,12,78.437495,17.456228,78.407495,17.426228,95
14,4.7,4,20.141520381959783,20,110,3,1,123,17,77.775396,13.100221,77.645396,12.970221,70
8,4.1,2,3.1145835966801942,25,24,2,0,30,6,76.356958,10.055573,76.336958,10.035573,85
0,4.8,4,13.94442758388673,33,163,2,1,181,17,77.730709,13.069166,77.640709,12.979166,135
7,4.7,2,9.107798410221408,35,106,3,0,118,32,72.838059,21.21276,72.778059,21.15276,130
4,4.6,4,13.993119750006084,21,106,3,0,119,9,77.034652,11.116117,76.944652,11.026117,120
10,4.6,4,13.944605804275888,34,138,1,1,155,43,77.698179,13.062532,77.608179,12.972532,125
3,4.7,3,19.73031348513336,35,175,2,1,2,15,72.919292,21.30106,72.789292,21.17106,85
11,4.9,3,7.787082049250873,28,147,1,1,163,4,76.292981,10.016783,76.242981,9.966783,50
13,4.7,3,12.552275755914394,24,119,3,0,134,9,0.08,0.08,0.0,0.0,95
11,3.8,5,20.828343664778306,39,132,1,1,148,37,75.934257,27.042328,75.794257,26.902328,190
0,4.6,4,9.177365744557306,21,125,1,0,140,20,73.888972,18.590963,73.828972,18.530963,85
7,3.5,0,12.41098783330408,36,170,2,1,188,29,76.72262,12.379524,76.64262,12.299524,185
0,4.6,0,1.5269419161565756,39,12,2,2,17,36,72.846721,19.186269,72.836721,19.176269,95
15,4.5,5,3.099023850433492,35,7,2,0,11,22,77.665396,12.990221,77.645396,12.970221,145
2,4.6,2,9.414207472710387,36,141,1,0,157,34,0.06,0.06,0.0,0.0,125
4,4.9,2,7.439646912705908,27,113,3,1,127,42,75.855704,26.964142,75.805704,26.914142,115
10,4.8,4,10.859227792853195,29,109,3,1,121,19,76.696167,12.393994,76.626167,12.323994,85
3,4.7,1,3.036120069998185,22,7,2,1,12,18,72.798059,21.17276,72.778059,21.15276,90
9,4.8,3,8.942407826667779,38,123,1,0,137,2,80.402796,26.534986,80.342796,26.474986,185
13,4.7,3,12.216036309455992,22,115,3,2,128,19,72.909976,19.20663,72.829976,19.12663,110
13,4.7,2,9.308411100114,21,118,3,1,132,42,76.70262,12.359524,76.64262,12.299524,125
1,4.9,4,13.944615768514558,34,141,1,0,157,35,77.686014,13.062161,77.596014,12.972161,75
13,4.8,2,13.961787999463452,34,130,1,0,144,29,76.693067,12.406967,76.603067,12.316967,145
8,4.9,2,13.805596388488004,26,108,3,1,120,13,78.508213,17.520448,78.418213,17.430448,130
13,4.7,2,9.159782233301415,23,172,2,0,191,32,72.901347,19.28384,72.841347,19.22384,85
4,5.0,2,13.66085535805377,22,163,2,0,181,35,72.858726,21.247729,72.768726,21.157729,60
4,4.5,2,17.06380089186991,23,169,2,1,187,19,76.729103,12.436356,76.619103,12.326356,60
11,4.7,4,10.625346368622562,25,124,1,1,138,43,72.841477,21.230522,72.771477,21.160522,95
4,4.7,2,3.0559602152005696,24,38,0,0,46,28,72.852585,18.947584,72.832585,18.927584,80
6,5.0,0,9.176579357894523,34,124,1,0,140,30,73.976619,18.62245,73.916619,18.56245,160
3,4.6,2,20.139309474357944,30,133,1,0,149,17,80.384791,13.157018,80.254791,13.027018,220
11,4.2,3,7.590023778318477,24,129,1,0,145,38,72.822697,21.199569,72.772697,21.149569,160
14,4.7,0,20.16605538821464,31,117,3,1,131,23,76.760028,12.453225,76.630028,12.323225,185
11,4.6,5,20.828113819012323,20,129,1,0,143,41,75.950753,27.04519,75.810753,26.90519,130
6,5.0,4,1.5103624222739924,36,23,2,1,30,8,75.89949,22.761234,75.88949,22.751234,60
8,4.2,5,12.27199820826922,36,136,1,0,151,37,78.427554,17.504114,78.347554,17.424114,210
7,5.0,4,6.276138627413788,34,59,0,2,69,0,0.04,0.04,0.0,0.0,85
8,4.7,2,10.586748925687122,22,162,2,0,179,17,73.240937,22.380526,73.170937,22.310526,75
7,4.8,1,13.804873199406153,35,103,3,0,116,11,78.469347,17.540851,78.379347,17.450851,240
9,4.8,2,16.87302018124156,20,161,2,0,180,29,78.518321,17.541668,78.408321,17.431668,55
9,4.2,5,19.3401463924332,25,114,3,0,129,15,75.933139,27.043483,75.803139,26.913483,180
11,4.9,3,3.036149919627032,26,30,2,0,36,32,72.792697,21.169569,72.772697,21.149569,50
12,4.9,1,8.932469105184088,22,103,3,1,116,10,75.897333,26.826536,75.837333,26.766536,60
3,4.9,0,10.70582002870246,21,106,3,0,119,11,73.985367,18.633934,73.915367,18.563934,175
12,5.0,0,13.601004996842612,22,145,1,0,161,7,88.439843,22.62796,88.349843,22.53796,190
14,4.3,0,1.5341374156430063,36,42,0,0,49,16,78.357554,17.434114,78.347554,17.424114,155
9,4.8,0,16.577488524535227,22,125,1,0,140,35,85.435347,23.469033,85.325347,23.359033,230
13,5.0,1,6.030827019527048,37,80,3,0,92,6,77.448236,23.304015,77.408236,23.264015,85
11,5.0,3,10.625437937035716,34,105,3,0,117,9,72.838726,21.227729,72.768726,21.157729,200
4,4.6,2,1.5495023088971138,20,37,0,0,45,20,77.653685,12.988453,77.643685,12.978453,125
8,4.9,1,1.5103908082386506,34,25,2,0,30,26,75.903106,22.755536,75.893106,22.745536,80
4,4.9,1,16.635194216784537,20,103,3,0,116,31,73.274798,22.421358,73.164798,22.311358,210
3,4.4,0,17.102566789919507,24,151,1,1,169,27,77.050432,11.13091,76.940432,11.02091,160
8,4.6,0,17.04436521372678,21,110,3,1,123,43,77.724293,13.043298,77.614293,12.933298,180
11,5.0,3,7.439758078682357,30,117,3,0,131,8,75.833013,26.960262,75.783013,26.910262,165
10,4.8,0,7.5897674326727005,25,139,1,0,155,18,72.821477,21.210522,72.771477,21.160522,150
11,4.8,1,1.5106412690370932,20,16,2,1,20,22,75.876059,22.705207,75.866059,22.695207,55
15,4.6,0,4.464112284290552,33,117,3,1,130,20,75.824592,26.935287,75.794592,26.905287,90
4,4.7,4,13.173047122987136,26,139,1,0,155,5,75.921338,30.989992,75.831338,30.899992,80
5,4.9,3,12.3962386715408,20,134,1,0,149,15,77.695797,13.014179,77.615797,12.934179,20
2,4.1,1,6.219432687838478,33,62,0,0,72,12,77.047003,11.064839,77.007003,11.024839,195
2,3.8,3,20.21177926411588,37,135,1,0,152,41,77.125017,11.151278,76.995017,11.021278,160
9,4.9,3,9.294529903305804,23,109,3,0,123,20,80.279104,13.151809,80.219104,13.091809,60
14,4.6,2,8.927426919167656,31,146,1,0,163,36,75.863139,26.973483,75.803139,26.913483,235
1,4.3,3,20.166989378676195,35,145,1,1,161,35,76.795169,12.427954,76.665169,12.297954,205
8,5.0,1,7.535581163692813,37,149,1,0,166,26,85.385486,23.424989,85.335486,23.374989,155
15,4.9,2,6.027713334627565,26,88,3,0,100,12,85.356842,23.456792,85.316842,23.416792,140
11,4.1,3,1.5495871139522706,30,36,0,0,44,32,77.709386,12.959934,77.699386,12.949934,165
4,4.8,1,20.397442775188328,26,170,2,1,188,13,0.13,0.13,0.0,0.0,120
12,4.7,4,1.5072450117859362,26,12,2,0,17,14,85.34982,23.379746,85.33982,23.369746,115
3,4.9,1,10.846021334892525,22,159,2,0,177,9,77.666014,13.042161,77.596014,12.972161,105
8,4.9,3,1.554903165752079,20,2,2,1,6,38,77.009594,11.032169,76.999594,11.022169,50
11,5.0,2,7.589230819894175,32,149,1,0,165,12,72.864492,21.233434,72.814492,21.183434,130
9,4.6,1,13.610992426077734,38,108,3,0,120,19,73.260283,22.40279,73.170283,22.31279,185
13,4.2,0,16.611307423270418,29,137,1,1,153,17,76.012847,22.86004,75.902847,22.75004,175
8,4.4,5,9.177287951627443,32,117,3,0,130,10,73.95852,18.59408,73.89852,18.53408,165
11,4.5,2,6.071634513503006,33,88,3,0,100,36,72.844342,21.215104,72.804342,21.175104,145
7,4.6,0,1.549350970707278,37,36,0,1,44,18,77.580997,13.039198,77.570997,13.029198,125
9,4.7,3,7.439758078682357,37,127,1,0,143,10,75.833013,26.960262,75.783013,26.910262,195
0,4.9,0,19.73112634923097,22,104,3,1,118,31,72.898726,21.287729,72.768726,21.157729,180
1,5.0,0,12.14209363668652,24,171,2,1,190,37,72.874115,21.266438,72.794115,21.186438,135
2,4.5,3,19.729460138980883,30,123,1,0,139,29,72.93859,21.315047,72.80859,21.185047,125
2,4.8,0,4.64882056145502,20,152,1,0,168,40,77.645428,12.963284,77.615428,12.933284,130
9,4.7,5,13.803724422616064,23,173,2,0,191,9,78.642111,17.573216,78.552111,17.483216,65
15,4.7,5,5.953310095151372,39,97,3,0,110,38,75.840512,26.889596,75.800512,26.849596,155
10,4.5,5,12.410378640435477,37,120,3,1,133,11,76.699103,12.406356,76.619103,12.326356,190
4,4.7,1,6.071413761024368,35,85,3,2,97,24,72.833616,21.226884,72.793616,21.186884,80
1,4.6,3,4.664788911693181,39,146,1,2,163,36,77.016241,11.031753,76.986241,11.001753,130
1,4.7,0,1.5276791467900743,28,26,2,1,31,38,72.83765,19.013517,72.82765,19.003517,90
5,4.8,4,20.212460530271784,39,119,3,1,133,9,77.111876,11.130762,76.981876,11.000762,29
3,4.1,1,17.045251004667662,27,103,3,1,116,37,77.706791,13.016229,77.596791,12.906229,160
14,4.7,0,7.536105682491125,39,155,2,0,173,8,85.3829,23.404422,85.3329,23.354422,135
8,4.2,0,17.063560974578667,39,157,2,2,174,37,76.728203,12.444022,76.618203,12.334022,165
14,4.7,5,20.139309474357944,23,151,1,0,168,9,80.384791,13.157018,80.254791,13.027018,195
13,4.6,5,20.397442775188328,26,101,3,1,115,23,0.13,0.13,0.0,0.0,75
11,4.9,0,1.529407991186537,25,8,2,1,13,38,73.783572,18.602718,73.773572,18.592718,90
5,4.6,2,10.269518706782998,29,172,2,0,192,7,78.147151,30.442202,78.077151,30.372202,22
5,4.4,2,7.562215964137628,35,137,1,0,153,20,73.208921,22.360237,73.158921,22.310237,41
0,4.6,0,12.552275755914394,34,150,1,0,167,43,0.08,0.08,0.0,0.0,255
9,4.6,5,14.121309628180253,22,115,3,1,128,1,0.09,0.09,0.0,0.0,75
3,4.6,0,7.774210826080812,36,157,2,1,174,34,76.994652,11.076117,76.944652,11.026117,95
10,4.9,2,5.951832191839428,36,55,0,1,63,20,75.845704,26.954142,75.805704,26.914142,155
10,4.2,1,16.696505540691582,34,164,2,0,182,41,72.882697,21.259569,72.772697,21.149569,210
7,4.8,2,6.197822797658338,29,78,3,0,89,42,77.680625,13.019096,77.640625,12.979096,110
7,4.8,1,7.756952986806898,24,162,2,0,179,14,76.715808,12.3585,76.665808,12.3085,120
11,4.9,0,14.121309628180253,26,106,3,1,119,5,0.09,0.09,0.0,0.0,170
0,4.7,2,12.396259969898948,37,125,1,0,141,41,77.695428,13.013284,77.615428,12.933284,225
6,4.8,0,1.5573034143095763,25,24,2,0,30,0,76.346958,10.045573,76.336958,10.035573,95
8,4.9,3,13.390339808216725,33,165,2,0,183,27,75.842891,27.003987,75.752891,26.913987,110
3,3.8,0,10.88373929906829,33,175,2,0,0,41,77.077003,11.094839,77.007003,11.024839,165
3,3.8,5,10.706698044121364,30,147,1,0,165,17,73.969315,18.603811,73.899315,18.533811,190
12,4.6,0,1.5690347154047224,21,18,2,1,22,20,0.01,0.01,0.0,0.0,75
12,4.9,3,13.942401801168876,24,111,3,0,125,11,80.347221,13.144347,80.257221,13.054347,190
7,4.8,0,16.100181006773923,34,135,1,0,152,3,75.931847,31.002978,75.821847,30.892978,205
15,5.0,0,7.745516812777168,39,110,3,1,124,26,80.269104,13.141809,80.219104,13.091809,75
4,4.6,1,16.799673910851933,22,158,2,0,177,13,72.943984,19.165831,72.833984,19.055831,120
11,3.8,2,10.738078032534036,36,109,3,0,122,37,78.477495,17.496228,78.407495,17.426228,180
8,3.3,4,10.737260597764378,35,159,2,0,176,11,78.445467,17.525894,78.375467,17.455894,170
3,4.9,5,13.764718900460489,22,0,2,1,1,35,73.894855,18.64144,73.804855,18.55144,55
14,4.6,3,1.554905431859371,33,3,2,0,8,38,77.005017,11.031278,76.995017,11.021278,145
9,4.8,4,3.0553962606430134,28,36,0,2,44,32,72.845203,19.014049,72.825203,18.994049,95
5,4.8,0,1.5080343964450924,22,7,2,2,12,4,77.444976,23.224459,77.434976,23.214459,11
6,4.7,3,4.654125267189119,23,147,1,2,165,36,76.657961,12.353978,76.627961,12.323978,55
9,4.7,4,7.704818726560524,24,114,3,1,128,2,73.80575,15.626683,73.75575,15.576683,75
12,4.9,1,16.823642865796444,30,170,2,2,188,31,74.007902,18.649299,73.897902,18.539299,140
13,4.0,0,17.259376716936664,26,130,1,0,146,27,0.11,0.11,0.0,0.0,160
3,4.8,1,13.994592406584347,24,148,1,1,165,41,77.061082,11.05185,76.971082,10.96185,185
11,4.7,0,10.571180956867908,28,131,1,0,146,25,75.962574,22.830072,75.892574,22.760072,215
13,4.4,0,6.043128678662422,35,54,0,0,61,12,75.921991,22.691847,75.881991,22.651847,160
7,4.8,0,9.32912659883086,36,168,2,0,186,34,77.032076,11.076298,76.972076,11.016298,125
15,4.5,4,16.87316634441488,34,101,3,0,115,33,78.514423,17.538294,78.404423,17.428294,105
4,4.7,4,7.746488320976561,21,116,3,1,131,32,80.304791,13.077018,80.254791,13.027018,70
13,4.7,0,19.34009724145823,25,156,2,0,175,41,75.935704,27.044142,75.805704,26.914142,145
11,4.9,1,20.828113819012323,33,148,1,0,166,35,75.950753,27.04519,75.810753,26.90519,240
14,5.0,0,16.393571517829905,26,112,3,0,127,3,80.482929,26.573504,80.372929,26.463504,215
11,4.9,3,10.884116941798604,30,108,3,2,120,31,77.046494,11.073669,76.976494,11.003669,145
2,4.4,0,20.1437369103486,32,164,2,0,182,17,77.813237,13.043041,77.683237,12.913041,180
0,4.6,1,8.91886150319149,32,156,2,0,174,2,78.071544,27.221661,78.011544,27.161661,145
1,4.5,5,1.54950962213959,37,7,2,1,12,24,80.231898,12.985996,80.221898,12.975996,130
10,5.0,4,13.592501394228012,25,137,1,0,153,17,75.974212,22.818163,75.884212,22.728163,85
13,4.6,2,9.047450396329806,36,109,3,2,122,4,77.495361,23.274294,77.435361,23.214294,155
11,4.5,2,1.5180971067313231,39,30,2,0,35,32,72.788666,21.159834,72.778666,21.149834,130
13,4.6,3,7.787193374933786,27,103,3,0,115,4,76.346783,10.007144,76.296783,9.957144,145
5,5.0,5,14.121309628180253,21,105,3,1,118,23,0.09,0.09,0.0,0.0,26
7,4.7,1,1.5179237301775086,25,11,2,1,16,26,72.803616,21.196884,72.793616,21.186884,55
3,4.6,3,16.79399979607481,20,172,2,0,190,37,72.946721,19.286269,72.836721,19.176269,75
12,4.7,1,10.58675568922506,37,127,1,0,142,13,73.239083,22.380329,73.169083,22.310329,185
0,5.0,2,3.020928890673669,27,6,2,1,9,40,75.918497,22.745748,75.898497,22.725748,80
2,4.8,4,17.062995952155894,25,122,1,0,138,37,76.71665,12.462058,76.60665,12.352058,105
2,4.6,0,10.983241696284244,39,102,3,0,115,31,0.07,0.07,0.0,0.0,230
1,4.6,5,7.33661765724356,38,122,1,0,137,4,78.111187,30.392509,78.061187,30.342509,245
0,4.9,5,16.61120765560223,28,126,1,1,140,25,75.976699,22.861857,75.866699,22.751857,90
10,4.8,2,16.635194216784537,22,113,3,1,128,21,73.274798,22.421358,73.164798,22.311358,125
8,4.7,3,8.927404257514164,39,156,2,1,175,40,75.865704,26.974142,75.805704,26.914142,145
4,4.7,1,3.036073524369065,31,28,2,0,33,30,72.788778,21.177735,72.768778,21.157735,85
12,4.5,1,1.5340323549921124,36,5,2,0,10,40,78.389347,17.460851,78.379347,17.450851,135
13,4.6,0,16.611554699066566,34,116,3,1,130,39,76.003106,22.855536,75.893106,22.745536,180
4,5.0,4,7.756916541739322,39,170,2,1,188,22,76.704878,12.361072,76.654878,12.311072,55
11,4.7,5,6.0280717308551015,36,96,3,0,107,24,85.430464,23.43925,85.390464,23.39925,130
3,4.6,5,1.5513238067891462,34,44,0,1,50,34,76.61665,12.362058,76.60665,12.352058,140
9,4.8,3,10.884168743801307,28,115,3,0,130,23,77.051876,11.070762,76.981876,11.000762,95
0,4.7,0,9.061353966600349,31,167,2,0,186,24,75.963365,22.813659,75.903365,22.753659,130
9,4.6,5,16.391790312512946,25,102,3,1,116,7,80.437797,26.602106,80.327797,26.492106,75
8,4.5,4,10.844889441833946,34,175,2,0,0,27,80.244568,13.096279,80.174568,13.026279,125
3,4.8,0,7.757289219988356,25,126,1,1,142,32,76.675861,12.334747,76.625861,12.284747,140
10,4.7,0,4.588766117367849,31,120,3,0,134,22,73.927902,18.569299,73.897902,18.539299,85
8,4.2,5,12.057293898875512,26,137,1,0,153,11,85.405731,23.431058,85.325731,23.351058,160
3,4.6,0,19.321623572921617,24,153,1,0,169,1,78.174095,27.290934,78.044095,27.160934,210
0,5.0,1,12.43853721145819,20,166,2,1,185,35,77.020432,11.10091,76.940432,11.02091,135
0,4.9,1,1.5341374156430063,38,25,2,1,31,34,78.357554,17.434114,78.347554,17.424114,85
14,4.6,3,13.805596388488004,37,115,3,0,128,33,78.508213,17.520448,78.418213,17.430448,225
8,4.6,2,7.535581163692813,30,100,3,1,112,36,85.385486,23.424989,85.335486,23.374989,140
7,4.7,5,20.827706441684747,31,118,3,0,131,23,75.923013,27.050262,75.783013,26.910262,235
5,4.4,3,3.01481332471581,32,3,2,0,6,20,85.3372,23.353017,85.3172,23.333017,27
9,4.9,2,20.82923788718981,23,110,3,0,124,39,75.942083,27.031191,75.802083,26.891191,110
3,4.9,1,2.976293549662474,39,26,2,0,31,40,75.822083,26.911191,75.802083,26.891191,95
14,4.7,5,10.405069829459713,38,162,2,0,179,7,78.127044,27.233303,78.057044,27.163303,140
0,4.8,1,2.977717993714077,23,40,0,1,46,34,75.857333,26.786536,75.837333,26.766536,170
1,4.8,1,9.043828433563103,38,113,3,2,126,28,85.3772,23.393017,85.3172,23.333017,80
14,4.7,1,1.5104081555802344,25,34,0,0,42,8,75.908497,22.735747,75.898497,22.725748,140
7,4.4,5,1.5072182814137156,27,41,0,0,48,34,85.345486,23.384989,85.335486,23.374989,155
